-14.95602626 -9.08285E-14 467.3758206
-17.89703412 -4.537794845 443.5294435
-40.17133196 -18.15618243 440.1209516
-20.91347138 -18.72723663 439.9780247
-7.803883252 60.19504183 364.9596901
-4.647943958 15.25215024 410.798001
0.974086207 17.40105775 397.6533609
-20.13006834 -49.70957891 432.2235777
-13.02064641 51.17726194 406.8952004
-20.89251042 46.47875079 405.6095946
-10.87245556 33.15431424 401.9637644
-9.12650175 73.13892535 352.542799
-0.581213594 78.19312922 354.0679138
-2.974217742 37.91057785 403.2651725
10.61389035 19.96697388 398.3554465
14.15846394 59.11599605 348.3113557
5.571951458 53.9711962 346.7589034
2.680404107 15.13203579 397.0325115
12.99263792 1.419066431 393.280371
20.95261766 6.314298534 394.6198036
15.45273552 -41.15250084 457.4971433
-9.670469583 -56.91016311 453.714509
-8.863879519 -42.68585785 433.9815168
9.758865884 -31.07581197 436.887349
-21.67576397 11.42022105 447.5235118
-51.2509528 -6.513473073 443.0349589
-50.590177 -21.75966292 462.1524032
-38.70573238 -38.36156752 458.1671082
-38.94591266 -23.59299461 438.7601935
-27.751442 -16.72982137 440.4779498
-27.89791726 -31.69136925 459.7682924
-18.87383381 4.029732538 445.6737758
-31.78744622 -3.833045384 443.7058325
-1
