14.95602626 -9.08285E-14 467.3758206
10.48885027 -4.537794845 443.5294435
-12.00359106 -18.15618243 440.1209516
7.245122199 -18.72723663 439.9780247
15.55353691 60.19504183 364.9596901
21.64312811 15.25215024 410.798001
26.4239013 17.40105775 397.6533609
7.532240627 -49.70957891 432.2235777
13.02064641 51.17726194 406.8952004
5.066503638 46.47875079 405.6095946
14.85322536 33.15431424 401.9637644
13.43623739 73.13892535 352.542799
22.07913289 78.19312922 354.0679138
22.8347533 37.91057785 403.2651725
36.10863892 19.96697388 398.3554465
36.4503907 59.11599605 348.3113557
27.76452127 53.9711962 346.7589034
28.09048484 15.13203579 397.0325115
38.16258166 1.419066431 393.280371
46.20828509 6.314298534 394.6198036
44.73255269 -41.15250084 457.4971433
19.36725899 -56.91016311 453.714509
18.91093756 -42.68585785 433.9815168
37.71965622 -31.07581197 436.887349
6.965740782 11.42022105 447.5235118
-22.89671542 -6.513473073 443.0349589
-21.01242319 -21.75966292 462.1524032
-9.383037453 -38.36156752 458.1671082
-10.86526027 -23.59299461 438.7601935
0.439146787 -16.72982137 440.4779498
1.527253452 -31.69136925 459.7682924
9.649287847 4.029732538 445.6737758
-3.390272942 -3.833045384 443.7058325
-1
